country,iso3,who_region,month_start,month_lab,cases,deaths
Andorra,AND,EURO,01/07/2022,Jul-22,3,0
Andorra,AND,EURO,01/08/2022,Aug-22,1,0
Andorra,AND,EURO,01/09/2022,Sep-22,0,0
Andorra,AND,EURO,01/10/2022,Oct-22,0,0
Andorra,AND,EURO,01/11/2022,Nov-22,0,0
Andorra,AND,EURO,01/12/2022,Dec-22,0,0
Andorra,AND,EURO,01/01/2023,Jan-23,0,0
Andorra,AND,EURO,01/02/2023,Feb-23,0,0
Andorra,AND,EURO,01/03/2023,Mar-23,0,0
Andorra,AND,EURO,01/04/2023,Apr-23,0,0
Andorra,AND,EURO,01/05/2023,May-23,0,0
Andorra,AND,EURO,01/06/2023,Jun-23,0,0
Andorra,AND,EURO,01/07/2023,Jul-23,0,0
Andorra,AND,EURO,01/08/2023,Aug-23,0,0
Andorra,AND,EURO,01/09/2023,Sep-23,0,0
Andorra,AND,EURO,01/10/2023,Oct-23,0,0
Argentina,ARG,AMRO,01/06/2022,Jun-22,6,0
Argentina,ARG,AMRO,01/07/2022,Jul-22,14,0
Argentina,ARG,AMRO,01/08/2022,Aug-22,150,0
Argentina,ARG,AMRO,01/09/2022,Sep-22,226,0
Argentina,ARG,AMRO,01/10/2022,Oct-22,279,0
Argentina,ARG,AMRO,01/11/2022,Nov-22,269,1
Argentina,ARG,AMRO,01/12/2022,Dec-22,74,0
Argentina,ARG,AMRO,01/01/2023,Jan-23,46,1
Argentina,ARG,AMRO,01/02/2023,Feb-23,34,0
Argentina,ARG,AMRO,01/03/2023,Mar-23,26,0
Argentina,ARG,AMRO,01/04/2023,Apr-23,4,0
Argentina,ARG,AMRO,01/05/2023,May-23,1,0
Argentina,ARG,AMRO,01/06/2023,Jun-23,0,0
Argentina,ARG,AMRO,01/07/2023,Jul-23,0,0
Argentina,ARG,AMRO,01/08/2023,Aug-23,1,0
Argentina,ARG,AMRO,01/09/2023,Sep-23,0,0
Argentina,ARG,AMRO,01/10/2023,Oct-23,5,0
Aruba,ABW,AMRO,01/08/2022,Aug-22,2,0
Aruba,ABW,AMRO,01/09/2022,Sep-22,1,0
Aruba,ABW,AMRO,01/10/2022,Oct-22,0,0
Aruba,ABW,AMRO,01/11/2022,Nov-22,0,0
Aruba,ABW,AMRO,01/12/2022,Dec-22,0,0
Aruba,ABW,AMRO,01/01/2023,Jan-23,0,0
Aruba,ABW,AMRO,01/02/2023,Feb-23,0,0
Aruba,ABW,AMRO,01/03/2023,Mar-23,0,0
Aruba,ABW,AMRO,01/04/2023,Apr-23,0,0
Aruba,ABW,AMRO,01/05/2023,May-23,0,0
Aruba,ABW,AMRO,01/06/2023,Jun-23,0,0
Aruba,ABW,AMRO,01/07/2023,Jul-23,0,0
Aruba,ABW,AMRO,01/08/2023,Aug-23,0,0
Aruba,ABW,AMRO,01/09/2023,Sep-23,0,0
Aruba,ABW,AMRO,01/10/2023,Oct-23,0,0
Australia,AUS,WPRO,01/05/2022,May-22,2,0
Australia,AUS,WPRO,01/06/2022,Jun-22,10,0
Australia,AUS,WPRO,01/07/2022,Jul-22,33,0
Australia,AUS,WPRO,01/08/2022,Aug-22,61,0
Australia,AUS,WPRO,01/09/2022,Sep-22,30,0
Australia,AUS,WPRO,01/10/2022,Oct-22,4,0
Australia,AUS,WPRO,01/11/2022,Nov-22,3,0
Australia,AUS,WPRO,01/12/2022,Dec-22,1,0
Australia,AUS,WPRO,01/05/2023,May-23,1,0
Australia,AUS,WPRO,01/08/2023,Aug-23,10,0
Australia,AUS,WPRO,01/09/2023,Sep-23,1,0
Austria,AUT,EURO,01/05/2022,May-22,1,0
Austria,AUT,EURO,01/06/2022,Jun-22,19,0
Austria,AUT,EURO,01/07/2022,Jul-22,98,0
Austria,AUT,EURO,01/08/2022,Aug-22,147,0
Austria,AUT,EURO,01/09/2022,Sep-22,48,0
Austria,AUT,EURO,01/10/2022,Oct-22,10,0
Austria,AUT,EURO,01/11/2022,Nov-22,3,0
Austria,AUT,EURO,01/12/2022,Dec-22,1,0
Austria,AUT,EURO,01/01/2023,Jan-23,0,0
Austria,AUT,EURO,01/02/2023,Feb-23,0,0
Austria,AUT,EURO,01/03/2023,Mar-23,0,0
Austria,AUT,EURO,01/04/2023,Apr-23,1,0
Austria,AUT,EURO,01/05/2023,May-23,0,0
Austria,AUT,EURO,01/06/2023,Jun-23,0,0
Austria,AUT,EURO,01/07/2023,Jul-23,0,0
Austria,AUT,EURO,01/08/2023,Aug-23,0,0
Austria,AUT,EURO,01/09/2023,Sep-23,2,0
Austria,AUT,EURO,01/10/2023,Oct-23,1,0
Bahamas,BHS,AMRO,01/06/2022,Jun-22,1,0
Bahamas,BHS,AMRO,01/07/2022,Jul-22,0,0
Bahamas,BHS,AMRO,01/08/2022,Aug-22,1,0
Bahamas,BHS,AMRO,01/09/2022,Sep-22,0,0
Bahamas,BHS,AMRO,01/10/2022,Oct-22,0,0
Bahamas,BHS,AMRO,01/11/2022,Nov-22,0,0
Bahamas,BHS,AMRO,01/12/2022,Dec-22,0,0
Bahamas,BHS,AMRO,01/01/2023,Jan-23,0,0
Bahamas,BHS,AMRO,01/02/2023,Feb-23,0,0
Bahamas,BHS,AMRO,01/03/2023,Mar-23,0,0
Bahamas,BHS,AMRO,01/04/2023,Apr-23,0,0
Bahamas,BHS,AMRO,01/05/2023,May-23,0,0
Bahamas,BHS,AMRO,01/06/2023,Jun-23,1,0
Bahamas,BHS,AMRO,01/07/2023,Jul-23,0,0
Bahamas,BHS,AMRO,01/08/2023,Aug-23,0,0
Bahamas,BHS,AMRO,01/09/2023,Sep-23,0,0
Bahamas,BHS,AMRO,01/10/2023,Oct-23,0,0
Bahrain,BHR,EMRO,01/09/2022,Sep-22,1,0
Bahrain,BHR,EMRO,01/04/2023,Apr-23,1,0
Barbados,BRB,AMRO,01/07/2022,Jul-22,1,0
Barbados,BRB,AMRO,01/08/2022,Aug-22,0,0
Barbados,BRB,AMRO,01/09/2022,Sep-22,0,0
Barbados,BRB,AMRO,01/10/2022,Oct-22,0,0
Barbados,BRB,AMRO,01/11/2022,Nov-22,0,0
Barbados,BRB,AMRO,01/12/2022,Dec-22,0,0
Barbados,BRB,AMRO,01/01/2023,Jan-23,0,0
Barbados,BRB,AMRO,01/02/2023,Feb-23,0,0
Barbados,BRB,AMRO,01/03/2023,Mar-23,0,0
Barbados,BRB,AMRO,01/04/2023,Apr-23,0,0
Barbados,BRB,AMRO,01/05/2023,May-23,0,0
Barbados,BRB,AMRO,01/06/2023,Jun-23,0,0
Barbados,BRB,AMRO,01/07/2023,Jul-23,0,0
Barbados,BRB,AMRO,01/08/2023,Aug-23,0,0
Barbados,BRB,AMRO,01/09/2023,Sep-23,0,0
Barbados,BRB,AMRO,01/10/2023,Oct-23,0,0
Belgium,BEL,EURO,01/05/2022,May-22,10,0
Belgium,BEL,EURO,01/06/2022,Jun-22,107,0
Belgium,BEL,EURO,01/07/2022,Jul-22,276,0
Belgium,BEL,EURO,01/08/2022,Aug-22,313,1
Belgium,BEL,EURO,01/09/2022,Sep-22,64,0
Belgium,BEL,EURO,01/10/2022,Oct-22,15,0
Belgium,BEL,EURO,01/11/2022,Nov-22,4,0
Belgium,BEL,EURO,01/12/2022,Dec-22,1,0
Belgium,BEL,EURO,01/01/2023,Jan-23,3,0
Belgium,BEL,EURO,01/02/2023,Feb-23,0,1
Belgium,BEL,EURO,01/03/2023,Mar-23,0,0
Belgium,BEL,EURO,01/04/2023,Apr-23,0,0
Belgium,BEL,EURO,01/05/2023,May-23,0,0
Belgium,BEL,EURO,01/06/2023,Jun-23,2,0
Belgium,BEL,EURO,01/07/2023,Jul-23,0,0
Belgium,BEL,EURO,01/08/2023,Aug-23,0,0
Belgium,BEL,EURO,01/09/2023,Sep-23,0,0
Belgium,BEL,EURO,01/10/2023,Oct-23,0,0
Benin,BEN,AFRO,01/06/2022,Jun-22,3,0
Benin,BEN,AFRO,01/07/2022,Jul-22,0,0
Benin,BEN,AFRO,01/08/2022,Aug-22,0,0
Benin,BEN,AFRO,01/09/2022,Sep-22,0,0
Benin,BEN,AFRO,01/10/2022,Oct-22,0,0
Benin,BEN,AFRO,01/11/2022,Nov-22,0,0
Benin,BEN,AFRO,01/12/2022,Dec-22,0,0
Benin,BEN,AFRO,01/01/2023,Jan-23,0,0
Benin,BEN,AFRO,01/02/2023,Feb-23,0,0
Benin,BEN,AFRO,01/03/2023,Mar-23,0,0
Benin,BEN,AFRO,01/04/2023,Apr-23,0,0
Benin,BEN,AFRO,01/05/2023,May-23,0,0
Benin,BEN,AFRO,01/06/2023,Jun-23,0,0
Benin,BEN,AFRO,01/07/2023,Jul-23,0,0
Benin,BEN,AFRO,01/08/2023,Aug-23,0,0
Benin,BEN,AFRO,01/09/2023,Sep-23,0,0
Benin,BEN,AFRO,01/10/2023,Oct-23,0,0
Bermuda,BMU,AMRO,01/07/2022,Jul-22,1,0
Bermuda,BMU,AMRO,01/08/2022,Aug-22,0,0
Bermuda,BMU,AMRO,01/09/2022,Sep-22,0,0
Bermuda,BMU,AMRO,01/10/2022,Oct-22,0,0
Bermuda,BMU,AMRO,01/11/2022,Nov-22,0,0
Bermuda,BMU,AMRO,01/12/2022,Dec-22,0,0
Bermuda,BMU,AMRO,01/01/2023,Jan-23,0,0
Bermuda,BMU,AMRO,01/02/2023,Feb-23,0,0
Bermuda,BMU,AMRO,01/03/2023,Mar-23,0,0
Bermuda,BMU,AMRO,01/04/2023,Apr-23,0,0
Bermuda,BMU,AMRO,01/05/2023,May-23,0,0
Bermuda,BMU,AMRO,01/06/2023,Jun-23,0,0
Bermuda,BMU,AMRO,01/07/2023,Jul-23,0,0
Bermuda,BMU,AMRO,01/08/2023,Aug-23,0,0
Bermuda,BMU,AMRO,01/09/2023,Sep-23,0,0
Bermuda,BMU,AMRO,01/10/2023,Oct-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/08/2022,Aug-22,86,0
Bolivia (Plurinational State of),BOL,AMRO,01/09/2022,Sep-22,109,0
Bolivia (Plurinational State of),BOL,AMRO,01/10/2022,Oct-22,46,0
Bolivia (Plurinational State of),BOL,AMRO,01/11/2022,Nov-22,18,0
Bolivia (Plurinational State of),BOL,AMRO,01/12/2022,Dec-22,2,0
Bolivia (Plurinational State of),BOL,AMRO,01/01/2023,Jan-23,2,0
Bolivia (Plurinational State of),BOL,AMRO,01/02/2023,Feb-23,1,0
Bolivia (Plurinational State of),BOL,AMRO,01/03/2023,Mar-23,1,0
Bolivia (Plurinational State of),BOL,AMRO,01/04/2023,Apr-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/05/2023,May-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/06/2023,Jun-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/07/2023,Jul-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/08/2023,Aug-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/09/2023,Sep-23,0,0
Bolivia (Plurinational State of),BOL,AMRO,01/10/2023,Oct-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/07/2022,Jul-22,1,0
Bosnia and Herzegovina,BIH,EURO,01/08/2022,Aug-22,2,0
Bosnia and Herzegovina,BIH,EURO,01/09/2022,Sep-22,2,0
Bosnia and Herzegovina,BIH,EURO,01/10/2022,Oct-22,4,0
Bosnia and Herzegovina,BIH,EURO,01/11/2022,Nov-22,0,0
Bosnia and Herzegovina,BIH,EURO,01/12/2022,Dec-22,0,0
Bosnia and Herzegovina,BIH,EURO,01/01/2023,Jan-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/02/2023,Feb-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/03/2023,Mar-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/04/2023,Apr-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/05/2023,May-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/06/2023,Jun-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/07/2023,Jul-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/08/2023,Aug-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/09/2023,Sep-23,0,0
Bosnia and Herzegovina,BIH,EURO,01/10/2023,Oct-23,0,0
Brazil,BRA,AMRO,01/06/2022,Jun-22,63,0
Brazil,BRA,AMRO,01/07/2022,Jul-22,915,0
Brazil,BRA,AMRO,01/08/2022,Aug-22,4219,2
Brazil,BRA,AMRO,01/09/2022,Sep-22,2672,0
Brazil,BRA,AMRO,01/10/2022,Oct-22,1314,6
Brazil,BRA,AMRO,01/11/2022,Nov-22,917,6
Brazil,BRA,AMRO,01/12/2022,Dec-22,411,0
Brazil,BRA,AMRO,01/01/2023,Jan-23,219,1
Brazil,BRA,AMRO,01/02/2023,Feb-23,95,0
Brazil,BRA,AMRO,01/03/2023,Mar-23,65,0
Brazil,BRA,AMRO,01/04/2023,Apr-23,25,1
Brazil,BRA,AMRO,01/05/2023,May-23,33,0
Brazil,BRA,AMRO,01/06/2023,Jun-23,13,0
Brazil,BRA,AMRO,01/07/2023,Jul-23,6,0
Brazil,BRA,AMRO,01/08/2023,Aug-23,0,0
Brazil,BRA,AMRO,01/09/2023,Sep-23,0,0
Brazil,BRA,AMRO,01/10/2023,Oct-23,0,0
Bulgaria,BGR,EURO,01/06/2022,Jun-22,3,0
Bulgaria,BGR,EURO,01/07/2022,Jul-22,1,0
Bulgaria,BGR,EURO,01/08/2022,Aug-22,0,0
Bulgaria,BGR,EURO,01/09/2022,Sep-22,2,0
Bulgaria,BGR,EURO,01/10/2022,Oct-22,0,0
Bulgaria,BGR,EURO,01/11/2022,Nov-22,0,0
Bulgaria,BGR,EURO,01/12/2022,Dec-22,0,0
Bulgaria,BGR,EURO,01/01/2023,Jan-23,0,0
Bulgaria,BGR,EURO,01/02/2023,Feb-23,0,0
Bulgaria,BGR,EURO,01/03/2023,Mar-23,0,0
Bulgaria,BGR,EURO,01/04/2023,Apr-23,0,0
Bulgaria,BGR,EURO,01/05/2023,May-23,0,0
Bulgaria,BGR,EURO,01/06/2023,Jun-23,0,0
Bulgaria,BGR,EURO,01/07/2023,Jul-23,0,0
Bulgaria,BGR,EURO,01/08/2023,Aug-23,0,0
Bulgaria,BGR,EURO,01/09/2023,Sep-23,0,0
Bulgaria,BGR,EURO,01/10/2023,Oct-23,0,0
Cameroon,CMR,AFRO,01/03/2022,Mar-22,3,1
Cameroon,CMR,AFRO,01/04/2022,Apr-22,1,0
Cameroon,CMR,AFRO,01/05/2022,May-22,0,0
Cameroon,CMR,AFRO,01/06/2022,Jun-22,2,0
Cameroon,CMR,AFRO,01/07/2022,Jul-22,2,0
Cameroon,CMR,AFRO,01/08/2022,Aug-22,0,2
Cameroon,CMR,AFRO,01/09/2022,Sep-22,2,0
Cameroon,CMR,AFRO,01/10/2022,Oct-22,6,0
Cameroon,CMR,AFRO,01/11/2022,Nov-22,2,0
Cameroon,CMR,AFRO,01/12/2022,Dec-22,0,0
Cameroon,CMR,AFRO,01/01/2023,Jan-23,0,0
Cameroon,CMR,AFRO,01/02/2023,Feb-23,0,0
Cameroon,CMR,AFRO,01/03/2023,Mar-23,0,0
Cameroon,CMR,AFRO,01/04/2023,Apr-23,0,0
Cameroon,CMR,AFRO,01/05/2023,May-23,13,0
Cameroon,CMR,AFRO,01/06/2023,Jun-23,10,0
Cameroon,CMR,AFRO,01/07/2023,Jul-23,2,0
Cameroon,CMR,AFRO,01/08/2023,Aug-23,0,0
Cameroon,CMR,AFRO,01/09/2023,Sep-23,1,0
Cameroon,CMR,AFRO,01/10/2023,Oct-23,1,0
Canada,CAN,AMRO,01/06/2022,Jun-22,287,0
Canada,CAN,AMRO,01/07/2022,Jul-22,516,0
Canada,CAN,AMRO,01/08/2022,Aug-22,486,0
Canada,CAN,AMRO,01/09/2022,Sep-22,107,0
Canada,CAN,AMRO,01/10/2022,Oct-22,40,0
Canada,CAN,AMRO,01/11/2022,Nov-22,20,0
Canada,CAN,AMRO,01/12/2022,Dec-22,4,0
Canada,CAN,AMRO,01/01/2023,Jan-23,0,0
Canada,CAN,AMRO,01/02/2023,Feb-23,0,0
Canada,CAN,AMRO,01/03/2023,Mar-23,18,0
Canada,CAN,AMRO,01/04/2023,Apr-23,6,0
Canada,CAN,AMRO,01/05/2023,May-23,12,0
Canada,CAN,AMRO,01/06/2023,Jun-23,0,0
Canada,CAN,AMRO,01/07/2023,Jul-23,0,0
Canada,CAN,AMRO,01/08/2023,Aug-23,0,0
Canada,CAN,AMRO,01/09/2023,Sep-23,0,0
Canada,CAN,AMRO,01/10/2023,Oct-23,0,0
Central African Republic,CAF,AFRO,01/01/2022,Jan-22,1,0
Central African Republic,CAF,AFRO,01/02/2022,Feb-22,2,0
Central African Republic,CAF,AFRO,01/03/2022,Mar-22,1,0
Central African Republic,CAF,AFRO,01/04/2022,Apr-22,0,0
Central African Republic,CAF,AFRO,01/05/2022,May-22,0,0
Central African Republic,CAF,AFRO,01/06/2022,Jun-22,0,0
Central African Republic,CAF,AFRO,01/07/2022,Jul-22,3,0
Central African Republic,CAF,AFRO,01/08/2022,Aug-22,1,0
Central African Republic,CAF,AFRO,01/09/2022,Sep-22,2,0
Central African Republic,CAF,AFRO,01/10/2022,Oct-22,3,0
Central African Republic,CAF,AFRO,01/11/2022,Nov-22,0,0
Central African Republic,CAF,AFRO,01/12/2022,Dec-22,3,0
Central African Republic,CAF,AFRO,01/01/2023,Jan-23,6,0
Central African Republic,CAF,AFRO,01/02/2023,Feb-23,4,1
Central African Republic,CAF,AFRO,01/03/2023,Mar-23,4,0
Central African Republic,CAF,AFRO,01/04/2023,Apr-23,0,0
Central African Republic,CAF,AFRO,01/05/2023,May-23,0,0
Central African Republic,CAF,AFRO,01/06/2023,Jun-23,0,0
Central African Republic,CAF,AFRO,01/07/2023,Jul-23,0,0
Central African Republic,CAF,AFRO,01/08/2023,Aug-23,0,0
Central African Republic,CAF,AFRO,01/09/2023,Sep-23,0,0
Central African Republic,CAF,AFRO,01/10/2023,Oct-23,0,0
Chile,CHL,AMRO,01/06/2022,Jun-22,6,0
Chile,CHL,AMRO,01/07/2022,Jul-22,49,0
Chile,CHL,AMRO,01/08/2022,Aug-22,326,0
Chile,CHL,AMRO,01/09/2022,Sep-22,499,0
Chile,CHL,AMRO,01/10/2022,Oct-22,269,0
Chile,CHL,AMRO,01/11/2022,Nov-22,163,2
Chile,CHL,AMRO,01/12/2022,Dec-22,65,0
Chile,CHL,AMRO,01/01/2023,Jan-23,31,0
Chile,CHL,AMRO,01/02/2023,Feb-23,23,0
Chile,CHL,AMRO,01/03/2023,Mar-23,8,0
Chile,CHL,AMRO,01/04/2023,Apr-23,1,0
Chile,CHL,AMRO,01/05/2023,May-23,1,0
Chile,CHL,AMRO,01/06/2023,Jun-23,0,0
Chile,CHL,AMRO,01/07/2023,Jul-23,1,1
Chile,CHL,AMRO,01/08/2023,Aug-23,0,0
Chile,CHL,AMRO,01/09/2023,Sep-23,0,0
Chile,CHL,AMRO,01/10/2023,Oct-23,3,0
China,CHN,WPRO,01/06/2022,Jun-22,1,0
China,CHN,WPRO,01/07/2022,Jul-22,1,0
China,CHN,WPRO,01/08/2022,Aug-22,1,0
China,CHN,WPRO,01/09/2022,Sep-22,2,0
China,CHN,WPRO,01/10/2022,Oct-22,1,0
China,CHN,WPRO,01/02/2023,Feb-23,2,0
China,CHN,WPRO,01/03/2023,Mar-23,16,0
China,CHN,WPRO,01/04/2023,Apr-23,31,0
China,CHN,WPRO,01/05/2023,May-23,81,0
China,CHN,WPRO,01/06/2023,Jun-23,161,0
China,CHN,WPRO,01/07/2023,Jul-23,576,0
China,CHN,WPRO,01/08/2023,Aug-23,556,0
China,CHN,WPRO,01/09/2023,Sep-23,365,0
China,CHN,WPRO,01/10/2023,Oct-23,141,0
Colombia,COL,AMRO,01/06/2022,Jun-22,5,0
Colombia,COL,AMRO,01/07/2022,Jul-22,7,0
Colombia,COL,AMRO,01/08/2022,Aug-22,570,0
Colombia,COL,AMRO,01/09/2022,Sep-22,1460,0
Colombia,COL,AMRO,01/10/2022,Oct-22,1256,0
Colombia,COL,AMRO,01/11/2022,Nov-22,563,0
Colombia,COL,AMRO,01/12/2022,Dec-22,160,0
Colombia,COL,AMRO,01/01/2023,Jan-23,45,0
Colombia,COL,AMRO,01/02/2023,Feb-23,15,0
Colombia,COL,AMRO,01/03/2023,Mar-23,8,0
Colombia,COL,AMRO,01/04/2023,Apr-23,1,0
Colombia,COL,AMRO,01/05/2023,May-23,0,0
Colombia,COL,AMRO,01/06/2023,Jun-23,0,0
Colombia,COL,AMRO,01/07/2023,Jul-23,0,0
Colombia,COL,AMRO,01/08/2023,Aug-23,0,0
Colombia,COL,AMRO,01/09/2023,Sep-23,0,0
Colombia,COL,AMRO,01/10/2023,Oct-23,0,0
Congo,COG,AFRO,01/04/2022,Apr-22,2,0
Congo,COG,AFRO,01/05/2022,May-22,0,0
Congo,COG,AFRO,01/06/2022,Jun-22,0,0
Congo,COG,AFRO,01/07/2022,Jul-22,0,0
Congo,COG,AFRO,01/08/2022,Aug-22,1,0
Congo,COG,AFRO,01/09/2022,Sep-22,2,0
Congo,COG,AFRO,01/10/2022,Oct-22,0,0
Congo,COG,AFRO,01/11/2022,Nov-22,0,0
Congo,COG,AFRO,01/12/2022,Dec-22,0,0
Congo,COG,AFRO,01/01/2023,Jan-23,0,0
Congo,COG,AFRO,01/02/2023,Feb-23,0,0
Congo,COG,AFRO,01/03/2023,Mar-23,0,0
Congo,COG,AFRO,01/04/2023,Apr-23,0,0
Congo,COG,AFRO,01/05/2023,May-23,0,0
Congo,COG,AFRO,01/06/2023,Jun-23,0,0
Congo,COG,AFRO,01/07/2023,Jul-23,0,0
Congo,COG,AFRO,01/08/2023,Aug-23,7,0
Congo,COG,AFRO,01/09/2023,Sep-23,6,0
Congo,COG,AFRO,01/10/2023,Oct-23,7,2
Costa Rica,CRI,AMRO,01/07/2022,Jul-22,3,0
Costa Rica,CRI,AMRO,01/08/2022,Aug-22,0,0
Costa Rica,CRI,AMRO,01/09/2022,Sep-22,1,0
Costa Rica,CRI,AMRO,01/10/2022,Oct-22,4,0
Costa Rica,CRI,AMRO,01/11/2022,Nov-22,16,0
Costa Rica,CRI,AMRO,01/12/2022,Dec-22,46,0
Costa Rica,CRI,AMRO,01/01/2023,Jan-23,70,0
Costa Rica,CRI,AMRO,01/02/2023,Feb-23,48,0
Costa Rica,CRI,AMRO,01/03/2023,Mar-23,29,0
Costa Rica,CRI,AMRO,01/04/2023,Apr-23,4,0
Costa Rica,CRI,AMRO,01/05/2023,May-23,2,0
Costa Rica,CRI,AMRO,01/06/2023,Jun-23,2,0
Costa Rica,CRI,AMRO,01/07/2023,Jul-23,0,0
Costa Rica,CRI,AMRO,01/08/2023,Aug-23,0,0
Costa Rica,CRI,AMRO,01/09/2023,Sep-23,0,0
Costa Rica,CRI,AMRO,01/10/2023,Oct-23,0,0
Croatia,HRV,EURO,01/06/2022,Jun-22,1,0
Croatia,HRV,EURO,01/07/2022,Jul-22,10,0
Croatia,HRV,EURO,01/08/2022,Aug-22,15,0
Croatia,HRV,EURO,01/09/2022,Sep-22,3,0
Croatia,HRV,EURO,01/10/2022,Oct-22,0,0
Croatia,HRV,EURO,01/11/2022,Nov-22,0,0
Croatia,HRV,EURO,01/12/2022,Dec-22,0,0
Croatia,HRV,EURO,01/01/2023,Jan-23,4,0
Croatia,HRV,EURO,01/02/2023,Feb-23,0,0
Croatia,HRV,EURO,01/03/2023,Mar-23,0,0
Croatia,HRV,EURO,01/04/2023,Apr-23,0,0
Croatia,HRV,EURO,01/05/2023,May-23,0,0
Croatia,HRV,EURO,01/06/2023,Jun-23,0,0
Croatia,HRV,EURO,01/07/2023,Jul-23,0,0
Croatia,HRV,EURO,01/08/2023,Aug-23,0,0
Croatia,HRV,EURO,01/09/2023,Sep-23,0,0
Croatia,HRV,EURO,01/10/2023,Oct-23,0,0
Cuba,CUB,AMRO,01/08/2022,Aug-22,2,1
Cuba,CUB,AMRO,01/09/2022,Sep-22,1,0
Cuba,CUB,AMRO,01/10/2022,Oct-22,1,0
Cuba,CUB,AMRO,01/11/2022,Nov-22,4,0
Cuba,CUB,AMRO,01/12/2022,Dec-22,0,0
Cuba,CUB,AMRO,01/01/2023,Jan-23,0,0
Cuba,CUB,AMRO,01/02/2023,Feb-23,0,0
Cuba,CUB,AMRO,01/03/2023,Mar-23,0,0
Cuba,CUB,AMRO,01/04/2023,Apr-23,0,0
Cuba,CUB,AMRO,01/05/2023,May-23,0,0
Cuba,CUB,AMRO,01/06/2023,Jun-23,0,0
Cuba,CUB,AMRO,01/07/2023,Jul-23,0,0
Cuba,CUB,AMRO,01/08/2023,Aug-23,0,0
Cuba,CUB,AMRO,01/09/2023,Sep-23,0,0
Cuba,CUB,AMRO,01/10/2023,Oct-23,0,0
Curaçao,CUW,AMRO,01/08/2022,Aug-22,1,0
Curaçao,CUW,AMRO,01/09/2022,Sep-22,2,0
Curaçao,CUW,AMRO,01/10/2022,Oct-22,0,0
Curaçao,CUW,AMRO,01/11/2022,Nov-22,0,0
Curaçao,CUW,AMRO,01/12/2022,Dec-22,0,0
Curaçao,CUW,AMRO,01/01/2023,Jan-23,0,0
Curaçao,CUW,AMRO,01/02/2023,Feb-23,0,0
Curaçao,CUW,AMRO,01/03/2023,Mar-23,0,0
Curaçao,CUW,AMRO,01/04/2023,Apr-23,0,0
Curaçao,CUW,AMRO,01/05/2023,May-23,0,0
Curaçao,CUW,AMRO,01/06/2023,Jun-23,0,0
Curaçao,CUW,AMRO,01/07/2023,Jul-23,0,0
Curaçao,CUW,AMRO,01/08/2023,Aug-23,0,0
Curaçao,CUW,AMRO,01/09/2023,Sep-23,0,0
Curaçao,CUW,AMRO,01/10/2023,Oct-23,0,0
Cyprus,CYP,EURO,01/08/2022,Aug-22,5,0
Cyprus,CYP,EURO,01/09/2022,Sep-22,0,0
Cyprus,CYP,EURO,01/10/2022,Oct-22,0,0
Cyprus,CYP,EURO,01/11/2022,Nov-22,0,0
Cyprus,CYP,EURO,01/12/2022,Dec-22,0,0
Cyprus,CYP,EURO,01/01/2023,Jan-23,0,0
Cyprus,CYP,EURO,01/02/2023,Feb-23,0,0
Cyprus,CYP,EURO,01/03/2023,Mar-23,0,0
Cyprus,CYP,EURO,01/04/2023,Apr-23,0,0
Cyprus,CYP,EURO,01/05/2023,May-23,0,0
Cyprus,CYP,EURO,01/06/2023,Jun-23,0,0
Cyprus,CYP,EURO,01/07/2023,Jul-23,0,0
Cyprus,CYP,EURO,01/08/2023,Aug-23,0,0
Cyprus,CYP,EURO,01/09/2023,Sep-23,0,0
Cyprus,CYP,EURO,01/10/2023,Oct-23,0,0
Czechia,CZE,EURO,01/05/2022,May-22,5,0
Czechia,CZE,EURO,01/06/2022,Jun-22,3,0
Czechia,CZE,EURO,01/07/2022,Jul-22,8,0
Czechia,CZE,EURO,01/08/2022,Aug-22,32,0
Czechia,CZE,EURO,01/09/2022,Sep-22,19,1
Czechia,CZE,EURO,01/10/2022,Oct-22,3,0
Czechia,CZE,EURO,01/11/2022,Nov-22,0,0
Czechia,CZE,EURO,01/12/2022,Dec-22,1,0
Czechia,CZE,EURO,01/01/2023,Jan-23,0,0
Czechia,CZE,EURO,01/02/2023,Feb-23,0,0
Czechia,CZE,EURO,01/03/2023,Mar-23,0,0
Czechia,CZE,EURO,01/04/2023,Apr-23,0,0
Czechia,CZE,EURO,01/05/2023,May-23,0,0
Czechia,CZE,EURO,01/06/2023,Jun-23,0,0
Czechia,CZE,EURO,01/07/2023,Jul-23,0,0
Czechia,CZE,EURO,01/08/2023,Aug-23,0,0
